"";"Codigo";"X";"Y";"Pais";"Clase";"Cita";"Fecha";"Autor(es)";"year";"Titulo";"Palabras Clave";"Resumen";"Tematica";"Link";"Tipo";"filtroE";"filtroP";"Bioma"
"347";"herp085";-3,63333;-79,75;"Ecuador";"AMPHIBIA";"Cisneros-Heredia and Yánez-Muñoz 2007";NA;"Cisneros-Heredia D; Yánez-Muñoz M";2007;"A new species of Glassfrog (Centrolenidae) from the southern Andean foothills on the west Ecuadorian region";"Amphibia; Anura; Centrolenidae; Cochranella; new species; West Ecuadorian region; Province of El Oro; Ecuador";"Cochranella buenaventura sp. nov. is described from the southern foothills of the Cordillera Occidental; Andes of Ecuador. The new species inhabits the Seasonal Foothill Evergreen forests of the province of El Oro; in the West Ecuadorian biogeographic region. This species is distinguished from other species of glassfrogs by having a truncate snout in dorsal and lateral views; reduced webbing between fingers; absence of guanophores on the digestive visceral peritonea; but present on the renal capsule; absence of humeral spine; green dorsum in life with scattered pale yellow spots; bright yellow hands and feet discs; and moderate body size (20.9-22.4 mm snout-vent length in adult male.";"Sistemática";"https://bioone.org/journals/south-american-journal-of-herpetology/volume-2/issue-1/1808-9798(2007)2[1:ANSOGC]2.0.CO;2/A-NEW-SPECIES-OF-GLASSFROG-CENTROLENIDAE-FROM-THE-SOUTHERN-ANDEAN/10.2994/1808-9798(2007)2[1:ANSOGC]2.0.CO;2.full";"Artículo";"Eastern Cordillera real montane forests";"Ecuador";"Bosques secos"
"348";"herp086";-3,510228;-80,395533;"Perú";"REPTILIA";"Horikawa et al. 2013";NA;"Horikawa V; Lí O; Gavidia C; Hoyos L";2013;"Perfil bioquímico renal del cocodrilo de Tumbes (Crocodylus Acutus) criado en cautiverio en el norte del Perú";"Crocodylidae; Crocodylus acutus; bioquímica renal";"The aim of the study was to determine the biochemistry profile of the kidney in the Tumbes crocodile (Crocodylus acutus) reared in captivity in the north of Peru (Tumbes). Blood samples (6 ml) by puncture of the post-occipital venous sinus were collected to 60 males (24 juveniles; 27 sub-adults; and 9 adults). All animals were manually restrained. Values for uric acid was 74.2 ± 25.0 mg/L; creatinine 1.49 ± 0.39 mg/L; calcium 10.8 ± 2.4 mg/dl; and phosphorus 5.3 ± 2.0 mg/dl. There was significant difference (p<0.05) between juveniles and sub-adults for uric acid and creatinine; and adults versus younger animals for calcium; whereas phosphorus values were not affected by age.";"Manejo";"http://www.scielo.org.pe/scielo.php?script=sci_arttext;pid=S1609-91172013000100006";"Artículo";"South American Pacific mangroves";"Peru";"Bosques secos"
"349";"herp087";-3,754;-80,388306;"Perú";"REPTILIA";"Jordán and Amaya";NA;"Jordán J; Amaya D";2011;"Note on the diet of Ameiva edracantha (Squamata; Teiidae) in Cerros de Amotape National Park; Tumbes; Peru";"lizard diet; dry forests; Cerros de Amotape National Park; Ameiva edracantha";"The diet of Ameiva edracantha Bocourt 1874; a terrestrial diurnal teiid lizard distributed in northwestern Peru and southwestern Ecuador is described for the first time. Stomach contents of fifteen individuals collected from quebrada La Angostura were analyzed. Lepidopteran larvae; coleopterans; orthopterans and spiders were the dominant preys in the lizard<U+0092>s diet. Snout-vent length and head length; width and height were not correlated to prey length; width and volume. Other parameters such as profitability and prey target selection could be involved in prey selection by A. edracantha.";"H.Natural";"http://www.scielo.org.pe/scielo.php?script=sci_arttext;pid=S1727-99332011000200020";"Artículo";"Tumbes-Piura dry forests";"Peru";"Bosques secos"
"351";"herp093";-3,754;-80,388306;"Perú";"REPTILIA";"Jordán and Pérez 2012";NA;"Jordán A; Pérez Z";2012;"Ecología térmica de Microlophus occipitalis (Sauria: Tropiduridae) en el Bosque Seco de Llanura de Tumbes; Perú";"lizard; thermal ecology; Cerros de Amotape National Park; Tumbes";"The thermal ecology of Microlophus occipitalis Peters 1871 in the plain dry forests of Tumbes (northwestern Peru) was studied. Mean body temperature was 36.1 ± 1.8 ºC; similar to body temperatures exposed by Microlophus peruvianus in northern Peru. There were no differences between body temperature and degree of thermoregulation of males and females; due to a possible association to their social structure and microhabitat use. Air and substrate temperature affects the body temperature of Microlophus occipitalis; where air temperature accounts for a significant proportion of body temperature variation. We suggest more detailed studies on this lizard species; especially under climate change scenarios in northwestern Peru.";"Ecología";"http://www.scielo.org.pe/scielo.php?pid=S1727-99332012000100013;script=sci_arttext";"Artículo";"Tumbes-Piura dry forests";"Peru";"Bosques secos"
"353";"mammalia_002";-2,2;-81;"Ecuador";"MAMMALIA";"Felix 2002";NA;"Felix F";2002;"Una colonia  de lobos marinos sudamericanos (Otaria flavesnces) en Salinas; Ecuador";"Mammals; RET; Tumbesina; Sea lions";"A small colony of South American sea lions Otaria flavescens from Peru has been permanently established since 1997 at Punta Brava; Salinas. Two visits were made to the site in 2002: 12 individuals were found on July 20 and about 30 on October 13. The animals use a platform on the north side of a rock that is about 50 m from the shore to rest. Although we do not have more information on their population dynamics and structure; the colony would be formed only by males of different degrees of physical maturity; whose number seems to change continuously. 

";"Conservación";"https://bit.ly/3mBi8Qy";"Artículo";NA;NA;"Bosques lluviosos"
"354";"mammalia_003";-3,5666667;-80,1333333;"Ecuador";"MAMMALIA";"Narváez 2012";NA;"Narváez C";2012;"Distribución de Vampyrum spectrum; libro Murcielagos en Ecuador";"Modeling; province of El Oro; mammals";"This article comments on the first record of Vampyrum spectrum for southwestern Ecuador. In July 2010; a colony with four individuals was found in the locality of Nuevo Píntag; within the Arenillas Ecological Reserve; southwestern El Oro province; a short distance from the town of Arenillas and the border with Peru. The locality corresponds to the lowland dry scrubland ecological formation. This article is complemented with a predictive modeling of the distribution of the species for western Ecuador and Peru.";"Ecología";"https://bit.ly/3gtg4cr";"Artículo";"Tumbes-Piura dry forests";"Ecuador";"Bosques secos"
"356";"mammalia_005";-3,9917222;-79,200694;"Ecuador";"MAMMALIA";"Loaiza 2010";NA;"Loaiza C";2010;"Primer registro de Artibeus fraterculus (Chiroptera: Phyllostomidae) en una zona de matorral húmedo montano en la provincia de Loja; Ecuador";"Southwestern fruit bat; distribution";"We report the first record of a colony of Artibeus fraterculus in a humid montane scrubland zone in the province of Loja; thus extending the altitudinal distribution and geographic range of the species. Its distribution is analyzed and information on its feeding habits is added; and some aspects of its social behavior are discussed.";"Distribución";"https://bit.ly/2Q01vSX";"Artículo";"Eastern Cordillera real montane forests";"Ecuador";"Bosques secos"
"358";"mammalia_007";-4,0608389;-80,2786222;"Ecuador";"MAMMALIA";"Vázquez et al. 2005";NA;"Vázquez M; Freile J; Suárez L";2005;"Biodiversidad en los bosques secos de la zona de Cerro Negro-Cazaderos; occidente de la provincia de Loja: un reporte de las evaluaciones ecológicas y socioeconómicas rápidas.";"Biodiversity; resource management; ecology";"The dry forests of southwestern Ecuador and northwestern Peru are the center of the Tumbesian Biogeographic Region; which is globally recognized for its important plant and animal endemism (Stattersfield et al; 1998). Despite the general designation of dry forests; this region has a great diversity of plant formations. In Ecuador; for example; there are at least 18 types of dry vegetation; making the region the most diverse in the country from the point of view of plant formations (Cerón et al.; 1999); even more than the Amazon (Valencia et al.; 1998).";"Educación";"https://bit.ly/3scZjEK";"Artículo";"Eastern Cordillera real montane forests";"Ecuador";"Bosques secos"
"360";"mammalia_009";-1,58;-80,4;"Ecuador";"MAMMALIA";"Tirira et al. 2012";NA;"Tirira D; Burneo S; Swinga K; Guerra J; Valle D";2012;"Comentarios sobre la distribución de Amorphochilus schnablii peters ;1877 (chiroptera; furipteridae en Ecuador)";"Dry forest; geographic modeling; provinces of Loja and Manabí; remarkable records";"Review of the distribution of Amorphochilus schnablii in Ecuador is presented with commentary about new records of sites that extend the range of this species farther to the north and south beyond its previously reported range. In June of 2006; various colonies were encountered along the stream El Faique within the Cerro Negro-Cazaderos forest; in the southwestern part of Loja Province; in February of 2010; six individuals were captured in Salango; southwestern Manabi Province; a re- cord which extends the point farthest north reported for the species. A geographic model including all known records for Ecuador provides a map of potential distribution for the Smoky Bat.";"Conservación";"https://bit.ly/3dYNi0t";"Artículo";"Ecuadorian dry forests";"Ecuador";"Bosques secos"
"361";"mammalia_010";-1,5333333;-80,6666;"Ecuador";"MAMMALIA";"Cervera et al. 2016";NA;"Cervera L; Lizcano D; Parés  V; Espinoza S; Poaquiza D; Montaña E; Griffith D";2016;"Evaluación de mamíferos terrestres con cámaras trampa en el Parque Nacional Machalilla; oeste de Ecuador";"Tropical dry forest; Tumbes -Choco-Magdalena; conservation; protected area; wildlife management";"Understanding the abundance; geographicdistribution; and conservation status of terrestrial mam­mals is vital to promote effective wildlife management in protected areas. Located in the Tumbes-Chocó-Magdalena hotspot of western Ecuador; Machalilla National Park contains high levels of biodiversity and endemism but suffers from habitat loss and degradation. This study provides an updated inventory of medium-sized to large mammals in the park and assesses changes in species richness over the past 20 years. Surveying 70% of Machalilla’s 562-km2 terrestrial area with 60 camera trap points; we detected 18 species of mammals belonging to 13 families. Richness of terrestrial species has declined in recent decades; due to the disappearance of keystone species like Jaguar (Panthera onca); White-lipped Peccary (Tayassu pecari); and possibly the Sechuran Fox (Lycalopex sechurae). We recommend specific man­agement improvements to ensure conservation of the unique ecosystems and biodiversity of Machalilla; the only national park in Ecuador containing dry forest.";"Ecología";"https://bit.ly/3dVk5n8";"Artículo";"Ecuadorian dry forests";"Ecuador";"Bosques secos"
"362";"mammalia_011";-3,6444444;-79,758333;"Ecuador";"MAMMALIA";"Torres et al. 2017";NA;"Torres J; Cobos M; Seoane J; Aguirre N";2017;"Mamíferos grandes y medianos de la Reserva de Buenaventura; suroeste de Ecuador";"Neotropical mammals; species inventory; cloud forest; conservation; biodiversity";"Mammals are the third most threatened group of vertebrates and tropical ones are the most endangered according to recent studies. The Buenaventura Reserve protects 20 km2 of Montane Tropical forest in the southwestern part of the Ecuadorian Andes. This study estimates the mammal species richness of this reserve by using camera traps and occasional sightings. We recorded 20 species of large and medium-sized mammals in this small protected area; which shows the reserve’s important role in the conservation of these species. This study also shows the conservation priority that these forests should have in the western part of the Ecuadorian Andes.";"Conservación";"https://bit.ly/3mLDRFS";"Artículo";"Eastern Cordillera real montane forests";"Ecuador";"Bosques secos"
"368";"mammalia_017";-4,1360611;-80,588258;"Perú";"MAMMALIA";"Arias et al. 2009";NA;"Arias E; Cardenilas R; Pacheco V";2009;"Diet of nectarivorous bats from the National Park Cerros de Amotape; Tumbes";"Nectarivores; chiropterophily; Chiroptera; pollinators; protected areas";"In Peru 18 species of nectarivorous bats are reported; however little information about their diet is available. This study is the first report about pollen consumption of the nectar-feeding bat species Glossophaga soricina; Lonchophylla hesperia; and Anoura geoffroyi in the dry forest and the Pacific Tropical rainforest of the National Park Cerros de Amotape; Tumbes. We analyzed 21 stomach contents and identified eigth pollen morphotypes belonging to the families Bombacaceae; Cactaceae; Fabaceae; Solanaceae; Rubiaceae; Myrtaceae; Malvaceae; and Rosaceae; and found floral evidences of the chiropterophilous syndrome in Bombacaceae; Cactaceae; Fabaceae; Solanaceae; and Rubiaceae. We found that A. geoffroyi consumed pollen of Ceiba trichistandra; Solanaceae; and Rubiaceae; G soricina consumed of Abutilon reflexum; Armathocereus cartwrightianus; C. trichistandra; and Rubiaceae; and L. hesperia of A. cartwrightianus; Eriobotrya japonica; Fabaceae; and Psidium sp.; suggesting that these bat species have a generalist diet. The bats G. soricina and A. geoffroyi shared the consumption of the ceiba C. trichistandra and the Rubiaceae; while G. soricina and L. hesperia shared the consumption of the cactus A. cartwrightianus. The other five morphotypes were not shared. In addition; we found that the ceiba C. trichistandra was the species most consumed by bats; specially G. soricina.";"Conservación";"https://bit.ly/3drAX63";"Artículo";"Tumbes-Piura dry forests";"Peru";"Bosques secos"
"370";"mammalia_019";-3,7552778;-80,258333;"Perú";"MAMMALIA";"Vargas et al. 2009";NA;"Vargas M; Martínez R; Tantaleán M";2009;"Cestodos de quirópteros del Parque Nacional Cerros de Amotape; Tumbes; Perú";"Vampirolepis; Phyllostomus hastatus; Noctilio leporinus; Tumbes";"In September 2006; at Parque Nacional Cerros de Amotape; department of Tumbes; Peru; 39 individuals of bats belonging to 16 species were captured. Parasitological analysis determined that only two individuals of the species Phyllostomus hastatus (Phyllostomidae) and  Noctilio leporinus (Noctilionidae) were parasitized. The cestodes were collected from the small intestine and identified as Atriotaenia hastati Vaucher; 1982 (Anoplocephalidae) and Vampirolepis sp. (Hymenolepididae). Atriotaenia hastati is a new record for Peru and Vampirolepis sp. is registered for the first time in Tumbes and a new host; Noctilio leporinus.";"Conservación";"https://bit.ly/3amvnjo";"Artículo";"Eastern Cordillera real montane forests";"Peru";"Bosques secos"
"371";"mammalia_020";-3,8333333;-80,166667;"Perú";"MAMMALIA";"Hurtado et al. 2016";NA;"Hurtado C; Serrano J; Pacheco V";2016;"Densidad poblacional y conservación de los primates de la Reserva de Biosfera del Noroeste; Tumbes; Perú";"Alouatta palliata aequatorialis; Cebus albifrons aequatorialis; monitoring; line transect; Northwestern Biosphere Reserve";"The Noroeste Biosphere Reserve (NBR) is home to at least 22 species of medium and large mammals including the primates Alouatta palliata aequatorialis and Cebus albifrons aequatorialis. Previous estimates of A. p. aequatorialispopulation density vary from 2.3–8.6 ind/km2 in 1983 to 17–19 ind/km2 in 2005 and 2006; respectively. While for C. a. aequatorialis there are no estimates of population density in the NBR. In order to calculate the population density estimates for both species we installed six transects in 10.5 km2 within the Cerros de Amotape National Park (belonging to the NBR) from August 2012 to March 2013. Based on 112.3 km of transects we obtained a population density of 8.3 ± 3.6 ind/km2 for A. p. aequatorialis. However; for the reduced number of Cebus albifrons aequatorialis sightings we were only able to calculate a group size from three to 12 individuals and an encounter rate of 0.3 ind/km. Even though A. p. aequatorialis has potentially increased in population density; it is not feasible to make comparisons with previous estimates in the same area because of the different employed methodologies and the lack of randomness in the data collection. We recommend a long-term monitoring plan; including C. a. aequatorialis which makes it a conservation priority for the NBR; this monitoring plan should include mitigation of potential threats such as illegal hunting and trapping for the pet trade.";"Conservación";"https://bit.ly/3stTv9Z";"Artículo";"Eastern Cordillera real montane forests";"Ecuador";"Bosques secos"
"372";"mammalia_021";-4,4402778;-79,31;"Perú";"MAMMALIA";"Loaiza et al. 2017";NA;"Loaiza C; Pacheco V";2017;"Modelamiento predictivo; distribución geográfica y estado de conservación de Tomopeas ravus Miller; 1900 (Chiroptera; Molossidae)";"Peru; Molossidae; Predictive model; Tumbesian Ecoregion";"Tomopeas ravus; known as blunt - eared bat; is known only from thirteen confirmed localities in Peru and is currently listed as Endangered (B2 ab (iii)) by the IUCN. The distribution; occurrence extension and home range of this species is not have been completely clarified. We presents the first predictive model based on the known records and the first geographic approach to this species. On the basis of thirteen confirmed records we built a habitat model of maximum entropy determining previously the most important environmental variables for the model. An acceptable predictive index (0.970) was obtained for the final model. We determined the areas of major probability of occurrence for this species and felt the geographic distribution through the method of the polygon mi´nimum convex (PMC). The priority area identified for the conservation of this species is located in the northern of Peru; between the Departments of Tumbes and Piura. We recommended to use the present model as a useful tool for future evaluations of conservation of this species.";"Conservación";"https://bit.ly/3tvnzmZ";"Artículo";"Cordillera Central páramo";"Ecuador";"Bosques lluviosos"
"375";"mammalia_024";-3,7;-80,1666666;"Perú";"MAMMALIA";"Hurtado et al. 2016";NA;"Hurtado C; Pacheco V";2016;"New mammalian records in the Parque Nacional Cerros de Amotape; northwestern Peru";"Pacific Tropical Forest; Equatorial Dry Forest; mammals; camera traps; transect surveys";"The Pacific Tropical Rainforest and Equatorial Dry Forest are found only in southern Ecuador and northern Peru; and are among the most poorly known ecosystems of South America. Even though these forests are protected in Parque Nacional Cerros de Amotape (PNCA); they are threatened by fragmentation because of farming and agriculture. The aim of this study was to determine the medium and large mammalian species richness; using transect census; camera trapping; and specimen bone collection. Nine transects were established and 21 camera trap stations were placed along 16 km2 in three localities of PNCA; from August 2012 to April 2013. Total sampling effort was 215 km of transects and 4077 camera-days. We documented 22 species; including 17 with camera trapping; 11 with transect census; and 10 with specimen collection. Camera traps were the most effective method; and four species (Dasyprocta punctata; Cuniculus paca; Leopardus wiedii and Puma concolor) were documented only with this method. This comprised the first Peruvian record for Dasyprocta punctata; and the first record for the western slope of the Peruvian Andes for Cuniculus paca. Also; both specimen collections and sightings confirm the presence of Potos flavus; first record in the western slope of the Peruvian Andes. Panthera onca; Tremarctos ornatus and Saimiri sciureus are considered locally extinct; while several species are in need of further research. We highlight the importance of the high diversity of this rainforests and encourage local authorities to give the area the highest priority in conservation.";"Conservación";"https://bit.ly/3eiJ18a";"Artículo";"Tumbes-Piura dry forests";"Ecuador";"Bosques secos"
"379";"mammalia_028";-3,7324194;-80,186227;"Perú";"MAMMALIA";"González et al. 2016";NA;"González F; Neira J; Llerena G; Zeballos H";2016;"Small vertebrates in the spectacled bear’s diet (Tremarctos ornatus Cuvier; 1825) in the north of Peru";"Diet; generalist; rodents";"There have been numerous studies about Spectacled bear ´s diet; however little is known about the small vertebrates it consumes. This study present nine vertebrate species (seven rodent and two birds) as preys of the Spectacled bear; based on the analysis of six feces collected from two locations Upa (Amazonas) and Lagunas Arreviatadas (Cajamarca) in northern Peru. Six of these records were new food items and a new family Caviidae. Vertebrates were found only in the Upa location. Additionally a sampling of small non flying mammals was conducted in there. Our results suggest that the Spectacled bear would be a generalist species. It prefers plants; however if it finds vertebrates in the environment; it could feed on them.";"Diversidad";"https://bit.ly/32rDlDg";"Artículo";"Tumbes-Piura dry forests";"Ecuador";"Bosques secos"
"385";"mammalia_034";-4,2333333;-80,25;"Perú";"MAMMALIA";"Cossíos 2010";NA;"Cossíos D";2010;"Vertebrados naturalizados en el Perú: historia y estado del conocimiento";"conservation; invasive species; ecological impacts; Peru; vertebrates";"Despite the importance of the impacts of the exotic species on the native biodiversity; these have been little studied in South America. In Peru; the information published on the subject is scarce and is many times restricted to gray literature; complicating the analysis of the problem and the wildlife management. In this publication 23 species of vertebrates naturalized in Peru were identified; and the known information on its dispersion in the country; current distribution and impacts on natural environments was summarized. In addition; 8 species that were object of failed intents of introduction to natural environments or whose naturalized populations were extinguished were identified; as well as 10 species of vertebrates whose naturalization is probable but should be verified. This information could be the base for the creation of a research plan on the naturalized vertebrates in Peru and their impacts.";"Ecología";"https://bit.ly/3x7LATk";"Libro";"Eastern Cordillera real montane forests";"Ecuador";"Bosques secos"
"387";"mammalia_036";-4,0608389;-80,278622;"Perú";"MAMMALIA";"Pacheco et al. 2020";NA;"Pacheco V; Graham L; Díaz S; Hurtado C; Ruelas D; ervantes K; Serrano J";2020;"Diversidad y distribución de los mamíferos del Perú I: Didelphimorphia; Paucituberculata; Sirenia; Cingulata; Pilosa; Primates; Lagomorpha; Eulipotyphla; Carnivora; Perissodactyla y Artiodactyla";"Peruvian mammals; checklist; departments; endemism; conservation";"This work summarizes recent knowledge regarding the diversity and distribution of 11 Orders of mammals from Peru. Species information is presented for the country; ecoregions and; for the first time; by individual departments. Furthermore; we identified endemic species for the country and provided elevation ranges per species. To compile our information; we conducted an exhaustive review of the scientific literature and specimens in scientific collections; consulting with specialists when needed to verify records. We report 191 species belonging to the orders Didelphimorphia (46 spp.); Paucituberculata (2); Sirenia (1); Cingulata (5); Pilosa (8); Primates (42); Lagomorpha (2); Eulipotyphla (3); Carnivora (33); Perissodactyla (2); and Artiodactyla (47; including 32 cetaceans); 22 of these are endemic to Peru. Due to their high diversity and number of taxonomic changes; the Orders Chiroptera and Rodentia will be treated separately in future articles. The species records presented here; together with previous reports of bats (189 spp.) and rodents (189 spp.) yield a current total 569 species of mammals for Peru. Finally; we provide taxonomic notes for species that exhibit differences with respect to the previously published list of Peruvian mammals. We hope that this first list of mammals by department encourages further studies of Peruvian mammalian diversity at the regional level.";"Diversidad";"https://bit.ly/3e9jqOU";"Artículo";"Eastern Cordillera real montane forests";"Ecuador";"Bosques secos"
"388";"mammalia_037";-4,1191694;-80,405833;"Perú";"MAMMALIA";"Boada et al. 2005";NA;"Boada C; Román H";2005;"Evaluación ecológica rápida de la Mastofauna en dos localidades de bosque seco en el occidente de la provincia de Loja";"Mammals; Loja; dry forest; rapid ecological assessment; diversity; Ecuador";"We carried out a rapid ecological assessmenl of the mammal fauna in two localities of dry foresto southwestern Ecuador; Loja province; frorn March 31 to April 7; and frorn April 26 to May 42001. We recorded 34 rnarnrnalian species; included in seven orders and 17 farnilies. These species represent 9;01 % of the 377 Ecuadorian rnarnrnals. The rnost diverse orders were Carnivora with 26;4%; followed by Rodentia and Chiroptera with 20;S% each. Artibeus fraterculus; Marmosa robinsoni and Rhipidomys leucodactylus were the most abundant captured species. We recorded IS species (44; 1%) included in one of the two lists of threatened rnarnrnals or in the CITES listo We found five species (14;7%) considered regionally endernic since their distribution is shared with Northern Peru.";"Ecología";"https://bit.ly/2QCqT19";"Artículo";"Eastern Cordillera real montane forests";"Ecuador";"Bosques secos"
"390";"Peces_001";-1,7563889;-79,714683;"Ecuador";"PECES";"Revelo et al. 2012";";";"Revelo W; Laaz E";2012;"Catálogo de peces de aguas continentales de la 
Provincia de Los Ríos - Ecuador";"Babahoyo; redes;  nativas; pesca; Characiformes";"This  document is taxonomically identified 34 species of freshwater fish collected in  Babahoyo River; San Pablo; Ventanas and  Baba Pimocha estuaries; Jordan; Eden; Cacharí; Mona; Atascazo; Sabaneta; Margarita; wetlands and savannas Butter Abras the Sucha and  red lagoon; rivers and streams that belong to the water system in the province of Los Rios; of which 31are native and three introduced. The fish specimens were caught with different gear and fishing methods such as cloths and networks; palisades or stockades;  cockpit; tape; tape lifting or hammock; tape out or tunnel trench; launch or flight nylon  gillnet monofilament gillnets of multifilament nylon; fishnet; chayo; fence pole; harpoon; hand line hooks of various sizes; were then transported in ice cellars to the laboratory led  to identify them; photograph them and preserve them in formaldehyde 10%. The fish studied are divided into six orders; the order Characiformesbeing the most diverse with nine families  and  14 species; more family CharacidaeBryconidae; Loricariidae; Cichlidae  y  Eleotridae; species is seven; the orders with fewer species are: Pleuronectiformes;  Cyprinodontiformes and Gymnotiformes with a family and one species each respectively.";"Conservación";"https://bit.ly/3vO59OP";"Artículo";"Guayaquil flooded grasslands";"Ecuador";"Bosques secos"
"393";"Peces_004";-2,682861;-79,863297;"Ecuador";"PECES";"Laaz et al. 2014";";";"Laaz E; Torres A";2014;"Lista de Peces continentales de la Cuenca del Río Guayas.";"Guayas; basin; species; taxonomy; species; taxonomy";"Con el fin de ofrecer en un documento una lista de los peces que habitan en las aguas continentales de la cuenca del ri´o Guayas; se preparo´ este trabajo; que comprendio´ en la revisio´n y actualizacio´n de los registros de las especies; asi´ como el ana´lisis de trabajos cienti´ficos realizados en esta cuenca. Adema´s se incluyen especies registradas en bibliografi´a especializada para la cuenca del ri´o Guayas. Se registraron 125 especies de peces para la mencionada cuenca. Para cada especie se presenta la informacio´n taxono´mica ba´sica; ha´bitat; estatus y la referencia o fuente que registra a dicha especie en esta cuenca.";"Conservación";"https://bit.ly/3ujWV0G";"Artículo";NA;NA;"Bosques lluviosos"
"395";"Peces_006";-0,924625;-79,35361;"Ecuador";"PECES";"Rodríguez et al. 2016";";";"Rodríguez J; Vivas R; González M; Moya A; Barrera A; González A; García A";2016;"Adaptación de juveniles de vieja colorada Cichlasoma festae a la cría en condiciones experimentales controladas";"Native resource; experimental conditions; growth";"The adaptation to captivity and acceptance of exogenous food are indicators that a species can be incorporated into the rearing system for commercial exploitation; the present study evaluated confinement adaptation and acceptance of  exogenous  food  in the cultivation of wild juvenile C. festae experimentally. The experiment was performed in 18 floating cages of  1 m3 capacity installed  in a barrage pond of 1200 km and 1.2m deep in the canton Valencia province of Los Ríos; Ecuador. Wild juvenile C. festae; were obtained from a barrage pond 5000 meters; with an initial weight of 30g randomized at 10 fish percage; Juveniles were fed chow extruded tilapia with 36%; 32% protein and 28% for 90 days. Every thirty days biometry was performed to all juveniles; weight andstandard lengthwas recorded. The amount of food provided was estimated at a rate of 4%. The food was supplied incontrolled manually. Design completely randomized was used. C. juvenile wild festae showed that adapt to captivity and accept the balanced feed for tilapia.";"Conservación";"https://bit.ly/3us5mHl";"Artículo";"Western Ecuador moist forests";"Ecuador";"Bosques lluviosos"
"396";"Peces_007";-1,4666667;-79,583055;"Ecuador";"PECES";"Ubilla et al. 2016";NA;"Ochoa B; Mendoza K; Vivas R; Urdánigo J; Ferrer Y";2016;"Estructura de tallas de captura y relación longitud-peso de peces nativos en el humedal Abras de Mantequilla; Ecuador";"Recruitment; allometric; allometric; isometric; lentic; lotic; ichthyofauna";"The objective of this study was to identify the composition of catches; to describe the size structure and to determine the length-weight ratio of the main species of native sh of commercial interest in the Abras de Mantequilla wetland (AdM). During April to September; 492 shes from the wetland AdM were randomly collected; the total length (Tl) and the total weight (Tw) were measured for each specimen. For the taxonomic identi cation of the species the keys; guides and specialized catalogs were used. The size structure was analyzed by frequency histograms; the mean catch sizes (MCZ) were compared with permitted commercial size (PCS) and mean maturity size (MMS). The length-weight relationship was estimated using the Ricker allometry equation. The most abundant species was Ichthyolephas humeralis followed by Pseudocurimata spp.; while Leporinus ecuadoriensis was the least captured species. Rhamdia cinerascens presented a MCZ of 24.81 cm (Tl); inferior to the average size of maturity (25 cm Tl). Ichthyolephas humeralis; Andinoacara rivulatus and Pseudocurimata spp. presented negative allometric growth; while the rest of species have isometric growth. In most sh species recruitment occurred at an optimal age and size in which the sh already contributed with new individuals to the population. It was evidenced that there is a relation between the species with negative allometric growth and its abundance in the catches.";"Conservación";"NA";"Artículo";"Western Ecuador moist forests";"Ecuador";"Bosques lluviosos"
"397";"Peces_008";-2,223725;-80,118538;"Ecuador";"PECES";"Chicaiza et al. 2015";NA;"Chicaiza D; Flores H";2015;"Parámetros biológicos de Pseudocurimata boulengeri (Characiformes: Curimatidae) en el embalse Chongón; Ecuador";"sex ratio; length-weight relationship; reproduction; spawning; size at maturity";"Pseudocurimata boulengeri is an endemic species of Ecuador; which sustains a large group of fisher families. The biological data of this species correspond to reports from lotic systems of Los Ri´os province; nevertheless; their trend in a lentic system is not yet known. This paper describes the sex ratio; length-weight relationship; gonad development; spawning season and size at reproductive maturity of P. boulengeri; inhabiting the lentic system of Chongo´n dam; Ecuador. Fish were caught between 2003 and 2009 using gill nets (2.5”). The total length (Lt) of caught specimens ranged from 10.5 to 35.5 cm; spawning occurred between the months of October and March; and size at first maturity for females was estimated at 17.9 cm (Lt) and 20.0 cm (Lt) for males. Between May and October male and female ratios were as expected (1:1); whereas for May; November and April; females ratios were higher than males; situation that coincided with the spawning season. The limnetic conditions and high production characteristics of Chongo´n dam; have promoted the avail- ability of a great amount of food for this species; which may have allowed P. boulengeri to have a more extended reproductive season in this favorable environment. Rev. Biol. Trop. 64 (1): 131-146. Epub 2016 March 01.";"Ecología";"https://bit.ly/3ejqVUW";"Artículo";"Western Ecuador moist forests";"Ecuador";"Bosques lluviosos"
"398";"Peces_009";-1,9391667;-79,756333;"Ecuador";"PECES";"Jiménez et al. 2009";NA;"Jiménez P; Alava J";2009;"Infección por Gnathostoma (Spirurida: Gnathostomatidae) en Hoplias microlepis: prevalencia; correlación con la talla del pez; huéspedes e implicaciones para salud pública en Ecuador";"Gnathostoma; larva migrans; interacciones huésped-parásito; salud pública; Ecuador";"A total of 74 fish were collected from two localities (rice fields-wetlands and local fish market) of Samborondo´n County (Guayas Province). Each was examined for the presence of Gnathostoma in muscle of Hoplias microlepis. The abundance intensity and prevalence of parasites was estimated. Statistical comparisons between the two sites and correlations of parasite load versus fish size were conducted.";"Ecología";"https://bit.ly/3tmQV6e";"Artículo";"Guayaquil flooded grasslands";"Ecuador";"Bosques secos"
